..........AI : 5.736 s, Game : 1.104 s
Episode 776 avg. reward = 4.100, Long-term avg. reward = 3.214
..........AI : 25.651 s, Game : 9.045 s
Episode 777 avg. reward = 3.300, Long-term avg. reward = 3.215
..........AI : 18.631 s, Game : 6.680 s
Episode 778 avg. reward = 1.800, Long-term avg. reward = 3.201
..........AI : 35.889 s, Game : 12.718 s
Episode 779 avg. reward = 5.800, Long-term avg. reward = 3.227
..........AI : 25.527 s, Game : 9.030 s
Episode 780 avg. reward = 3.500, Long-term avg. reward = 3.230
..........AI : 25.831 s, Game : 9.280 s
Episode 781 avg. reward = 3.800, Long-term avg. reward = 3.235
..........AI : 10.991 s, Game : 3.693 s
Episode 782 avg. reward = 0.900, Long-term avg. reward = 3.212
..........AI : 29.332 s, Game : 10.116 s
Episode 783 avg. reward = 4.600, Long-term avg. reward = 3.226
..........AI : 15.981 s, Game : 5.511 s
Episode 784 avg. reward = 1.400, Long-term avg. reward = 3.208
..........AI : 35.064 s, Game : 12.407 s
Episode 785 avg. reward = 6.000, Long-term avg. reward = 3.236
..........AI : 34.200 s, Game : 12.543 s
Episode 786 avg. reward = 5.500, Long-term avg. reward = 3.258
..........AI : 18.481 s, Game : 6.451 s
Episode 787 avg. reward = 1.900, Long-term avg. reward = 3.245
..........AI : 30.758 s, Game : 10.818 s
Episode 788 avg. reward = 4.700, Long-term avg. reward = 3.259
..........AI : 25.910 s, Game : 9.313 s
Episode 789 avg. reward = 3.300, Long-term avg. reward = 3.260
..........AI : 28.649 s, Game : 10.238 s
Episode 790 avg. reward = 3.900, Long-term avg. reward = 3.266
..........AI : 34.374 s, Game : 11.668 s
Episode 791 avg. reward = 6.700, Long-term avg. reward = 3.300
..........AI : 16.681 s, Game : 6.015 s
Episode 792 avg. reward = 1.600, Long-term avg. reward = 3.283
..........AI : 22.102 s, Game : 7.793 s
Episode 793 avg. reward = 2.400, Long-term avg. reward = 3.274
..........AI : 20.552 s, Game : 7.163 s
Episode 794 avg. reward = 2.700, Long-term avg. reward = 3.269
..........AI : 38.242 s, Game : 13.482 s
Episode 795 avg. reward = 6.500, Long-term avg. reward = 3.301
..........AI : 28.332 s, Game : 9.857 s
Episode 796 avg. reward = 4.600, Long-term avg. reward = 3.314
..........AI : 25.715 s, Game : 9.070 s
Episode 797 avg. reward = 3.300, Long-term avg. reward = 3.314
..........AI : 31.230 s, Game : 10.469 s
Episode 798 avg. reward = 5.600, Long-term avg. reward = 3.337
..........AI : 23.741 s, Game : 8.259 s
Episode 799 avg. reward = 3.000, Long-term avg. reward = 3.333
..........AI : 27.697 s, Game : 9.973 s
Episode 800 avg. reward = 3.900, Long-term avg. reward = 3.339
..........AI : 20.077 s, Game : 7.103 s
Episode 801 avg. reward = 2.300, Long-term avg. reward = 3.329
..........AI : 32.971 s, Game : 11.355 s
Episode 802 avg. reward = 5.600, Long-term avg. reward = 3.351
..........AI : 26.909 s, Game : 9.670 s
Episode 803 avg. reward = 3.800, Long-term avg. reward = 3.356
..........AI : 27.020 s, Game : 9.455 s
Episode 804 avg. reward = 3.700, Long-term avg. reward = 3.359
..........AI : 25.122 s, Game : 8.875 s
Episode 805 avg. reward = 3.800, Long-term avg. reward = 3.364
..........AI : 39.973 s, Game : 13.974 s
Episode 806 avg. reward = 7.200, Long-term avg. reward = 3.402
..........AI : 19.706 s, Game : 7.216 s
Episode 807 avg. reward = 2.400, Long-term avg. reward = 3.392
..........AI : 24.165 s, Game : 8.314 s
Episode 808 avg. reward = 3.600, Long-term avg. reward = 3.394
..........AI : 29.684 s, Game : 10.545 s
Episode 809 avg. reward = 4.100, Long-term avg. reward = 3.401
..........AI : 35.473 s, Game : 12.419 s
Episode 810 avg. reward = 6.200, Long-term avg. reward = 3.429
..........AI : 22.731 s, Game : 7.975 s
Episode 811 avg. reward = 2.800, Long-term avg. reward = 3.423
..........AI : 37.783 s, Game : 13.114 s
Episode 812 avg. reward = 6.600, Long-term avg. reward = 3.455
..........AI : 17.578 s, Game : 6.277 s
Episode 813 avg. reward = 1.800, Long-term avg. reward = 3.438
..........AI : 35.349 s, Game : 12.114 s
Episode 814 avg. reward = 6.500, Long-term avg. reward = 3.469
..........AI : 43.174 s, Game : 15.388 s
Episode 815 avg. reward = 7.600, Long-term avg. reward = 3.510
..........AI : 21.258 s, Game : 7.509 s
Episode 816 avg. reward = 2.800, Long-term avg. reward = 3.503
..........AI : 31.577 s, Game : 11.055 s
Episode 817 avg. reward = 5.000, Long-term avg. reward = 3.518
..........AI : 18.502 s, Game : 6.396 s
Episode 818 avg. reward = 2.200, Long-term avg. reward = 3.505
..........AI : 28.082 s, Game : 9.622 s
Episode 819 avg. reward = 4.500, Long-term avg. reward = 3.515
..........AI : 21.547 s, Game : 7.649 s
Episode 820 avg. reward = 2.600, Long-term avg. reward = 3.506
..........AI : 38.500 s, Game : 12.808 s
Episode 821 avg. reward = 7.800, Long-term avg. reward = 3.549
..........AI : 21.681 s, Game : 7.368 s
Episode 822 avg. reward = 2.900, Long-term avg. reward = 3.542
..........AI : 22.672 s, Game : 7.675 s
Episode 823 avg. reward = 3.500, Long-term avg. reward = 3.542
..........AI : 41.528 s, Game : 14.454 s
Episode 824 avg. reward = 7.900, Long-term avg. reward = 3.585
..........AI : 34.331 s, Game : 11.949 s
Episode 825 avg. reward = 5.700, Long-term avg. reward = 3.606
..........AI : 27.593 s, Game : 9.566 s
Episode 826 avg. reward = 4.300, Long-term avg. reward = 3.613
..........AI : 28.354 s, Game : 9.920 s
Episode 827 avg. reward = 4.200, Long-term avg. reward = 3.619
..........AI : 35.841 s, Game : 12.686 s
Episode 828 avg. reward = 6.400, Long-term avg. reward = 3.647
..........AI : 17.451 s, Game : 6.032 s
Episode 829 avg. reward = 1.900, Long-term avg. reward = 3.629
..........AI : 22.951 s, Game : 8.158 s
Episode 830 avg. reward = 2.900, Long-term avg. reward = 3.622
..........AI : 28.174 s, Game : 9.752 s
Episode 831 avg. reward = 4.200, Long-term avg. reward = 3.628
..........AI : 19.150 s, Game : 6.787 s
Episode 832 avg. reward = 1.900, Long-term avg. reward = 3.611
..........AI : 30.049 s, Game : 10.755 s
Episode 833 avg. reward = 4.500, Long-term avg. reward = 3.620
..........AI : 29.779 s, Game : 10.367 s
Episode 834 avg. reward = 4.500, Long-term avg. reward = 3.628
..........AI : 39.371 s, Game : 13.354 s
Episode 835 avg. reward = 7.800, Long-term avg. reward = 3.670
..........AI : 19.049 s, Game : 6.901 s
Episode 836 avg. reward = 1.800, Long-term avg. reward = 3.651
..........AI : 18.773 s, Game : 6.692 s
Episode 837 avg. reward = 2.300, Long-term avg. reward = 3.638
..........AI : 37.303 s, Game : 13.286 s
Episode 838 avg. reward = 6.600, Long-term avg. reward = 3.667
..........AI : 30.275 s, Game : 10.813 s
Episode 839 avg. reward = 4.400, Long-term avg. reward = 3.675
..........AI : 27.353 s, Game : 9.929 s
Episode 840 avg. reward = 4.000, Long-term avg. reward = 3.678
..........AI : 18.938 s, Game : 6.814 s
Episode 841 avg. reward = 2.000, Long-term avg. reward = 3.661
..........AI : 15.774 s, Game : 5.666 s
Episode 842 avg. reward = 1.200, Long-term avg. reward = 3.637
..........AI : 29.205 s, Game : 10.288 s
Episode 843 avg. reward = 4.300, Long-term avg. reward = 3.643
..........AI : 15.607 s, Game : 5.654 s
Episode 844 avg. reward = 1.300, Long-term avg. reward = 3.620
..........AI : 34.222 s, Game : 11.578 s
Episode 845 avg. reward = 6.100, Long-term avg. reward = 3.645
..........AI : 28.278 s, Game : 9.847 s
Episode 846 avg. reward = 4.800, Long-term avg. reward = 3.656
..........AI : 20.028 s, Game : 6.871 s
Episode 847 avg. reward = 2.300, Long-term avg. reward = 3.643
..........AI : 20.426 s, Game : 7.212 s
Episode 848 avg. reward = 2.600, Long-term avg. reward = 3.632
..........AI : 18.730 s, Game : 6.762 s
Episode 849 avg. reward = 1.600, Long-term avg. reward = 3.612
..........AI : 35.883 s, Game : 12.812 s
Episode 850 avg. reward = 5.700, Long-term avg. reward = 3.633
..........AI : 23.385 s, Game : 8.164 s
Episode 851 avg. reward = 2.700, Long-term avg. reward = 3.623
..........AI : 32.654 s, Game : 11.248 s
Episode 852 avg. reward = 5.700, Long-term avg. reward = 3.644
..........AI : 31.571 s, Game : 11.097 s
Episode 853 avg. reward = 4.900, Long-term avg. reward = 3.657
..........AI : 29.761 s, Game : 10.898 s
Episode 854 avg. reward = 4.300, Long-term avg. reward = 3.663
..........AI : 30.620 s, Game : 10.548 s
Episode 855 avg. reward = 5.100, Long-term avg. reward = 3.678
..........AI : 28.839 s, Game : 10.336 s
Episode 856 avg. reward = 3.900, Long-term avg. reward = 3.680
..........AI : 29.353 s, Game : 10.473 s
Episode 857 avg. reward = 4.700, Long-term avg. reward = 3.690
..........AI : 27.227 s, Game : 9.360 s
Episode 858 avg. reward = 4.600, Long-term avg. reward = 3.699
..........AI : 15.512 s, Game : 5.337 s
Episode 859 avg. reward = 1.300, Long-term avg. reward = 3.675
..........AI : 26.798 s, Game : 9.469 s
Episode 860 avg. reward = 3.900, Long-term avg. reward = 3.677
..........AI : 42.567 s, Game : 14.311 s
Episode 861 avg. reward = 8.700, Long-term avg. reward = 3.728
..........AI : 22.679 s, Game : 7.808 s
Episode 862 avg. reward = 2.600, Long-term avg. reward = 3.716
..........AI : 27.416 s, Game : 9.631 s
Episode 863 avg. reward = 4.200, Long-term avg. reward = 3.721
..........AI : 19.732 s, Game : 7.075 s
Episode 864 avg. reward = 2.000, Long-term avg. reward = 3.704
..........AI : 29.535 s, Game : 9.992 s
Episode 865 avg. reward = 4.600, Long-term avg. reward = 3.713
..........AI : 28.487 s, Game : 9.736 s
Episode 866 avg. reward = 4.700, Long-term avg. reward = 3.723
..........AI : 39.113 s, Game : 13.607 s
Episode 867 avg. reward = 7.200, Long-term avg. reward = 3.758
..........AI : 23.202 s, Game : 7.899 s
Episode 868 avg. reward = 3.600, Long-term avg. reward = 3.756
..........AI : 32.583 s, Game : 11.298 s
Episode 869 avg. reward = 5.400, Long-term avg. reward = 3.772
..........AI : 42.048 s, Game : 14.608 s
Episode 870 avg. reward = 7.300, Long-term avg. reward = 3.808
..........AI : 48.949 s, Game : 17.009 s
Episode 871 avg. reward = 9.800, Long-term avg. reward = 3.868
..........AI : 36.566 s, Game : 12.565 s
Episode 872 avg. reward = 6.000, Long-term avg. reward = 3.889
..........AI : 27.872 s, Game : 9.295 s
Episode 873 avg. reward = 4.700, Long-term avg. reward = 3.897
..........AI : 36.024 s, Game : 12.592 s
Episode 874 avg. reward = 6.100, Long-term avg. reward = 3.919
..........AI : 31.346 s, Game : 10.616 s
Episode 875 avg. reward = 5.500, Long-term avg. reward = 3.935
..........AI : 46.105 s, Game : 16.048 s
Episode 876 avg. reward = 9.100, Long-term avg. reward = 3.987
..........AI : 33.291 s, Game : 11.919 s
Episode 877 avg. reward = 5.400, Long-term avg. reward = 4.001
..........AI : 28.757 s, Game : 10.215 s
Episode 878 avg. reward = 4.400, Long-term avg. reward = 4.005
..........AI : 32.479 s, Game : 11.095 s
Episode 879 avg. reward = 5.700, Long-term avg. reward = 4.022
..........AI : 30.488 s, Game : 10.719 s
Episode 880 avg. reward = 5.000, Long-term avg. reward = 4.031
..........AI : 31.240 s, Game : 11.209 s
Episode 881 avg. reward = 4.700, Long-term avg. reward = 4.038
..........AI : 36.323 s, Game : 12.885 s
Episode 882 avg. reward = 6.300, Long-term avg. reward = 4.061
..........AI : 30.897 s, Game : 10.773 s
Episode 883 avg. reward = 5.100, Long-term avg. reward = 4.071
..........AI : 39.015 s, Game : 13.825 s
Episode 884 avg. reward = 6.400, Long-term avg. reward = 4.094
..........AI : 31.234 s, Game : 11.233 s
Episode 885 avg. reward = 4.600, Long-term avg. reward = 4.099
..........AI : 21.976 s, Game : 7.729 s
Episode 886 avg. reward = 2.900, Long-term avg. reward = 4.087
..........AI : 49.314 s, Game : 16.288 s
Episode 887 avg. reward = 10.000, Long-term avg. reward = 4.147
..........AI : 25.373 s, Game : 9.030 s
Episode 888 avg. reward = 3.700, Long-term avg. reward = 4.142
..........AI : 34.432 s, Game : 11.607 s
Episode 889 avg. reward = 6.100, Long-term avg. reward = 4.162
..........AI : 35.134 s, Game : 12.223 s
Episode 890 avg. reward = 6.400, Long-term avg. reward = 4.184
..........AI : 19.085 s, Game : 6.643 s
Episode 891 avg. reward = 2.200, Long-term avg. reward = 4.164
..........AI : 20.401 s, Game : 7.025 s
Episode 892 avg. reward = 2.900, Long-term avg. reward = 4.152
..........AI : 20.967 s, Game : 7.377 s
Episode 893 avg. reward = 2.700, Long-term avg. reward = 4.137
..........AI : 16.086 s, Game : 5.540 s
Episode 894 avg. reward = 1.400, Long-term avg. reward = 4.110
..........AI : 47.486 s, Game : 15.638 s
Episode 895 avg. reward = 9.400, Long-term avg. reward = 4.163
..........AI : 23.432 s, Game : 8.386 s
Episode 896 avg. reward = 3.200, Long-term avg. reward = 4.153
..........AI : 23.470 s, Game : 8.292 s
Episode 897 avg. reward = 3.000, Long-term avg. reward = 4.141
..........AI : 36.817 s, Game : 12.661 s
Episode 898 avg. reward = 7.000, Long-term avg. reward = 4.170
..........AI : 32.506 s, Game : 11.242 s
Episode 899 avg. reward = 5.400, Long-term avg. reward = 4.182
..........AI : 21.584 s, Game : 7.754 s
Episode 900 avg. reward = 2.800, Long-term avg. reward = 4.169
..........AI : 20.181 s, Game : 7.193 s
Episode 901 avg. reward = 2.200, Long-term avg. reward = 4.149
..........AI : 32.355 s, Game : 11.090 s
Episode 902 avg. reward = 5.700, Long-term avg. reward = 4.164
..........AI : 20.384 s, Game : 7.163 s
Episode 903 avg. reward = 2.600, Long-term avg. reward = 4.149
..........AI : 28.914 s, Game : 10.241 s
Episode 904 avg. reward = 4.800, Long-term avg. reward = 4.155
..........AI : 28.218 s, Game : 9.999 s
Episode 905 avg. reward = 4.400, Long-term avg. reward = 4.158
..........AI : 25.125 s, Game : 8.675 s
Episode 906 avg. reward = 3.500, Long-term avg. reward = 4.151
..........AI : 25.978 s, Game : 9.197 s
Episode 907 avg. reward = 3.700, Long-term avg. reward = 4.147
..........AI : 23.204 s, Game : 7.726 s
Episode 908 avg. reward = 3.500, Long-term avg. reward = 4.140
..........AI : 21.172 s, Game : 7.649 s
Episode 909 avg. reward = 2.400, Long-term avg. reward = 4.123
..........AI : 47.403 s, Game : 16.135 s
Episode 910 avg. reward = 9.500, Long-term avg. reward = 4.176
..........AI : 43.732 s, Game : 15.425 s
Episode 911 avg. reward = 8.100, Long-term avg. reward = 4.216
..........AI : 22.811 s, Game : 7.608 s
Episode 912 avg. reward = 3.600, Long-term avg. reward = 4.210
..........AI : 28.037 s, Game : 10.127 s
Episode 913 avg. reward = 4.300, Long-term avg. reward = 4.210
..........AI : 36.296 s, Game : 13.080 s
Episode 914 avg. reward = 6.200, Long-term avg. reward = 4.230
..........AI : 28.889 s, Game : 9.976 s
Episode 915 avg. reward = 4.400, Long-term avg. reward = 4.232
..........AI : 25.999 s, Game : 9.221 s
Episode 916 avg. reward = 4.000, Long-term avg. reward = 4.230
..........AI : 26.943 s, Game : 9.682 s
Episode 917 avg. reward = 3.600, Long-term avg. reward = 4.223
..........AI : 19.648 s, Game : 6.674 s
Episode 918 avg. reward = 2.800, Long-term avg. reward = 4.209
..........AI : 23.203 s, Game : 15.848 s
Episode 919 avg. reward = 2.900, Long-term avg. reward = 4.196
..........AI : 37.281 s, Game : 11.294 s
Episode 920 avg. reward = 5.700, Long-term avg. reward = 4.211
..........AI : 31.777 s, Game : 9.858 s
Episode 921 avg. reward = 5.400, Long-term avg. reward = 4.223
..........AI : 41.707 s, Game : 13.009 s
Episode 922 avg. reward = 7.800, Long-term avg. reward = 4.259
..........AI : 16.253 s, Game : 5.262 s
Episode 923 avg. reward = 1.500, Long-term avg. reward = 4.231
..........AI : 20.018 s, Game : 6.245 s
Episode 924 avg. reward = 2.600, Long-term avg. reward = 4.215
..........AI : 33.535 s, Game : 11.030 s
Episode 925 avg. reward = 5.500, Long-term avg. reward = 4.228
..........AI : 44.306 s, Game : 14.309 s
Episode 926 avg. reward = 7.700, Long-term avg. reward = 4.262
..........AI : 30.530 s, Game : 10.200 s
Episode 927 avg. reward = 4.400, Long-term avg. reward = 4.264
